,date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink,distressed
684,2023-12-31,SIKA.SW,CHF,0,2023-12-31,2023-12-30 19:00:00,2023,FY,1062000000,485300000.0,0,31600000.0,71900000.0,0.0,0.0,0.0,71900000.0,-5400000,1645400000.0,-279900000.0,-3235500000.0,0.0,0.0,-100000.0,-3515500000.0,1380100000.0,39200000.0,-44900000.0,-492300000.0,-305200000.0,694900000.0,-54200000.0,-1229400000,643900000,1873300000,1645400000.0,-256800000.0,1365500000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
685,2022-12-31,SIKA.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,1162500000,384500000.0,-790600000,21600000.0,-326500000.0,0.0,0.0,0.0,-326500000.0,648300000,1099800000.0,-266000000.0,94000000.0,-3400000.0,-69000000.0,69000000.0,-175400000.0,-378700000.0,46200000.0,-67000000.0,-445800000.0,-95700000.0,-183600000.0,-42500000.0,698300000,1873300000,1175000000,1099800000.0,-266000000.0,833800000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
686,2021-12-31,SIKA.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,1047900000,366600000.0,-772000000,38800000.0,-324900000.0,0.0,0.0,0.0,-324900000.0,707699999,1064099999.0,-170600000.0,-289700000.0,-9100000.0,311900000.0,-311900000.0,-469400000.0,-260300000.0,41700000.0,-65200000.0,-354500000.0,-98300000.0,-736600000.0,-1800000.0,-143700000,1175000000,1318700000,1064099999.0,-170600000.0,893499999.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
687,2023-12-31,SKAN.SW,CHF,0,2023-12-31,2023-12-29 19:00:00,2023,FY,26312000,12394000.0,0,0.0,-40379000.0,-1454000.0,-14184000.0,-3109000.0,-21632000.0,10373000,8700000.0,-35298000.0,-6051000.0,-1413000.0,25007000.0,409000.0,-17346000.0,-9851000.0,0.0,0.0,-5621000.0,-1874001.0,-15801000.0,-1413000.0,-25860000,85122000,110982000,8700000.0,-35298000.0,-26598000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
688,2022-12-31,SKAN.SW,CHF,0,2022-12-31,2022-12-31 00:00:00,2022,FY,21446000,10692000.0,0,0.0,29199000.0,-3157000.0,-35761000.0,17586000.0,50531000.0,146000,61483000.0,-28865000.0,-21530000.0,-26428000.0,0.0,405000.0,-76418000.0,-2237000.0,0.0,-880000.0,-5396000.0,-231000.0,-4846000.0,-774000.0,-20557000,110982000,131539000,61483000.0,-28865000.0,32618000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
689,2021-12-31,SKAN.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,21398000,7627000.0,-967000,0.0,-14467000.0,-3303000.0,3389000.0,-13795000.0,-758000.0,-4241000,10317000.0,-42607000.0,24856000.0,-110000.0,922000.0,5922000.0,-11017000.0,-7843000.0,89150000.0,-15647000.0,-10617000.0,-3223000.0,67484000.0,937000.0,67721000,131539000,63818000,10317000.0,-42607000.0,-32290000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
690,2020-12-31,SKAN.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,11587000,5785000.0,18093000,0.0,-12804000.0,3415000.0,-23132000.0,16239000.0,-9326000.0,18066000,22634000.0,-14565000.0,-1152000.0,-263000.0,4000.0,24000.0,-15952000.0,-1002000.0,0.0,-4191000.0,0.0,-2841000.0,-8149000.0,157000.0,-1310000,63818000,65128000,22634000.0,-14565000.0,8069000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
691,2023-12-31,SWON.SW,CHF,0,2023-12-31,2023-12-29 19:00:00,2023,FY,21417000,65943000.0,-1646000,0.0,4504000.0,-380028000.0,0.0,385574000.0,-1042000.0,-12943000,77275000.0,-57222000.0,-26089000.0,-10447000.0,0.0,4072000.0,-89686000.0,-62226000.0,2008000.0,-25337000.0,-54315000.0,42117000.0,-35527000.0,-10464000.0,-58402000,267389000,325791000,77275000.0,-57222000.0,20053000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
692,2022-12-31,SWON.SW,CHF,0,2022-12-31,2022-12-31 00:00:00,2022,FY,-58334000,58554000.0,-4139000,12507000.0,-32815000.0,-211103000.0,0.0,172513000.0,5775000.0,123663000,91068000.0,-47263000.0,-82225000.0,0.0,115499000.0,2197000.0,-11792000.0,-31120000.0,0.0,0.0,-51109000.0,-15212000.0,-97441000.0,-6396000.0,-24561000,325791000,350352000,91068000.0,-47263000.0,43805000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
693,2021-12-31,SWON.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,120066000,55341000.0,-16672000,17060000.0,49637000.0,-180989000.0,-3273000.0,187890000.0,46009000.0,-66997000,158047000.0,-33283000.0,-113963000.0,-1226000.0,1226000.0,2348000.0,-144898000.0,-40288000.0,0.0,0.0,-46396000.0,-8246000.0,-94930000.0,-2808000.0,-84589000,350352000,434941000,158047000.0,-33283000.0,124764000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
694,2020-12-31,SWON.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,176761000,55162000.0,-6926000,25266000.0,95186000.0,119766000.0,0.0,97903000.0,-122483000.0,-50840000,276269000.0,-22822000.0,-45512000.0,-2959000.0,0.0,7069000.0,-64224000.0,-694397000.0,0.0,0.0,-32460000.0,-12043000.0,-79200000.0,-11394000.0,121451000,434941000,313490000,276269000.0,-22822000.0,253447000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
695,2024-03-31,SOON.SW,CHF,0,2024-03-31,2024-03-29 20:00:00,2023,FY,601000000,246200000.0,0,22800000.0,-56100000.0,-22000000.0,-19000000.0,11700000.0,-26800000.0,-60600000,753300000.0,-128600000.0,-101600000.0,-31200000.0,22100000.0,5300000.0,-234000000.0,-75100000.0,19900000.0,-51300000.0,-274100000.0,-14800000.0,-415300000.0,-4300000.0,99700000,513600000,413900000,753300000.0,-128600000.0,624700000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
696,2023-03-31,SOON.SW,CHF,0,2023-03-31,2023-03-30 20:00:00,2022,FY,647600000,239700000.0,-570200000,21000000.0,-73600000.0,-67300000.0,-7700000.0,5200000.0,-3800000.0,498900000,763400000.0,-154300000.0,-259100000.0,-27800000.0,11700000.0,-70300000.0,-429500000.0,-319200000.0,16200000.0,-502700000.0,-267600000.0,3500000.0,-523500000.0,-7000000.0,-196600000,413900000,610500000,763400000.0,-154300000.0,609100000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
697,2022-03-31,SOON.SW,CHF,0,2022-03-31,2022-03-30 20:00:00,2021,FY,648900000,211100000.0,-472600000,33500000.0,-18800000.0,-36200000.0,-55200000.0,74500000.0,-1900000.0,520400000,922500000.0,-106600000.0,-592100000.0,-8300000.0,13600000.0,-13600000.0,-707000000.0,-360000000.0,26300000.0,-757900000.0,-201600000.0,-99100000.0,-1372700000.0,-4500000.0,-1161700000,610500000,1772200000,922500000.0,-106600000.0,815900000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
698,2021-03-31,SOON.SW,CHF,0,2021-03-31,2021-03-30 20:00:00,2020,FY,581000000,196100000.0,-508700000,31300000.0,-41300000.0,-45700000.0,-36300000.0,-3200000.0,43900000.0,496300000,754700000.0,-89200000.0,-27000000.0,-7400000.0,58000000.0,-58000000.0,-123600000.0,-772500000.0,16800000.0,-34800000.0,-200000.0,-78200000.0,687600000.0,3300000.0,1322000000,1772200000,450200000,754700000.0,-89200000.0,665500000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
699,2023-12-31,SGKN.SW,CHF,0,2023-12-31,2023-12-30 19:00:00,2023,FY,207202000,11519000.0,0,0.0,-1005958000.0,3013000.0,0.0,0.0,-1008971000.0,-3278000,-790515000.0,-13344000.0,0.0,-2445000.0,0.0,326000.0,-15463000.0,-582131000.0,9572000.0,-11269000.0,-101787000.0,259426000.0,155942000.0,-6700327000.0,0,7660077000,7660077000,-790515000.0,-13344000.0,-803859000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
700,2022-12-31,SGKN.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,183755000,13702000.0,0,0.0,71343000.0,0.0,0.0,0.0,71343000.0,-3503000,265297000.0,-10260000.0,135000.0,-101027000.0,24456000.0,-1461668000.0,-1548364000.0,-99474000.0,9462000.0,-8714000.0,-101785000.0,1216013000.0,1015502000.0,7927642000.0,7660077000,7660077000,0,265297000.0,-10260000.0,255037000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
701,2021-12-31,SGKN.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,181245000,15573000.0,0,0.0,-13965000.0,0.0,0.0,0.0,-13965000.0,75675000,258528000.0,-15678000.0,1485000.0,-275473000.0,43051000.0,-736264000.0,-982879000.0,-151230000.0,9274000.0,-10301000.0,-95793000.0,1060326000.0,1072596000.0,0.0,348245000,348245000,0,258528000.0,-15678000.0,242850000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
702,2020-12-31,SGKN.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,167209000,15065000.0,0,0.0,-2671000.0,0.0,0.0,0.0,-2671000.0,29503000,209106000.0,-5597000.0,14000.0,-191568000.0,195710000.0,-1271645000.0,-1273086000.0,-776786000.0,9757000.0,-9289000.0,-95865000.0,1735230000.0,2623342000.0,0.0,1559362000,1559362000,0,209106000.0,-5597000.0,203509000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
703,2023-12-31,SRAIL.SW,CHF,0,2023-12-31,2023-12-30 19:00:00,2023,FY,138563000,111883000.0,0,0.0,659086000.0,139191000.0,-72277000.0,-71795000.0,663967000.0,-4249000,905283000.0,-244278000.0,43719000.0,-1392000.0,45188000.0,4389000.0,-152374000.0,-594064000.0,0.0,-2532000.0,-89952000.0,-900000.0,-447430000.0,-50117000.0,255362000,1087044000,831682000,905283000.0,-244278000.0,661005000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
704,2022-12-31,SRAIL.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,72898000,103854000.0,-343590000,2000000.0,226277000.0,-163551000.0,-306000.0,29975000.0,360159000.0,379910000,441349000.0,-184477000.0,-25343000.0,-1171000.0,1541000.0,2453000.0,-206997000.0,-434562000.0,0.0,-1521000.0,-89950000.0,-942000.0,-526975000.0,-24418000.0,-317041000,831682000,1148723000,441349000.0,-184477000.0,256872000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
705,2021-12-31,SRAIL.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,133655000,99395000.0,-301823000,2000000.0,264392000.0,-9898000.0,-12198000.0,-78937000.0,365425000.0,306342000,503961000.0,-177133000.0,-6775999.0,-2909000.0,32485000.0,-1.0,-154333000.0,-21969000.0,0.0,-2420000.0,-84976000.0,-680000.0,-110290000.0,-19512000.0,219826000,1148723000,928897000,503961000.0,-177133000.0,326828000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
706,2020-12-31,SRAIL.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,137612000,95820000.0,-428935000,1200000.0,-443306000.0,-45148000.0,-244720000.0,53773000.0,-207211000.0,433686000,-203923000.0,-288257000.0,-1718000.0,-17678000.0,16658000.0,584000.0,-290411000.0,-799003000.0,0.0,-1163000.0,-119969000.0,-787000.0,677084000.0,-6539000.0,176211000,928897000,752686000,-203923000.0,-288257000.0,-492180000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
707,2023-12-31,STGN.SW,CHF,0,2023-12-31,2023-12-29 19:00:00,2023,FY,25176000,7805000.0,0,0.0,-9819000.0,12507000.0,-9829000.0,4862000.0,-17359000.0,-723000,22439000.0,-9467000.0,15848000.0,0.0,0.0,-626000.0,5755000.0,18087000.0,0.0,0.0,-6720000.0,0.0,11367000.0,-811000.0,38750000,60232000,21482000,22439000.0,-10149000.0,12290000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
708,2022-12-31,STGN.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,11114000,7728000.0,0,0.0,-7673000.0,-15163000.0,-30974000.0,10463000.0,28001000.0,1147000,12316000.0,-7004000.0,1060000.0,0.0,0.0,-19000.0,-5944000.0,-10785000.0,0.0,0.0,-3360000.0,0.0,-14145000.0,-544000.0,-8317000,21482000,29799000,12316000.0,-7004000.0,5312000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
709,2021-12-31,STGN.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,-5399000,8292000.0,0,0.0,18511000.0,-5042000.0,13741000.0,-1613000.0,11425000.0,-5018000,16386000.0,-6172000.0,741000.0,0.0,0.0,-691000.0,-5431000.0,-13568000.0,0.0,0.0,-5000.0,-5000.0,-13573000.0,-90000.0,-2707000,29799000,32506000,16386000.0,-6172000.0,10214000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
710,2020-12-31,STGN.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,-634000,8532000.0,0,0.0,7400000.0,29229000.0,-192000.0,-9307000.0,-12330000.0,-4300000,10998000.0,-5190000.0,369000.0,0.0,0.0,-1144000.0,-4821000.0,-12095000.0,0.0,0.0,-40000.0,0.0,12055000.0,-337000.0,17895000,32506000,14611000,10998000.0,-5190000.0,5808000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
711,2024-12-31,STMN.SW,CHF,0,2024-12-31,2024-12-31 00:00:00,2024,FY,459485000,144931000.0,0,17782000.0,-105243000.0,-121102000.0,-78455000.0,0.0,94314000.0,-33568000,483387000.0,-118549000.0,-41015000.0,-95055000.0,3174000.0,-101171000.0,-352616000.0,13844000.0,10240000.0,-27823000.0,-135428000.0,-29889000.0,-169056000.0,3468000.0,-34818000,375492000,410310000,483387000.0,-167768000.0,315619000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
712,2023-12-31,STMN.SW,CHF,0,2023-12-31,2023-12-29 19:00:00,2023,FY,246072000,130233000.0,0,13934000.0,-75032000.0,-76011000.0,-84132000.0,85111000.0,0.0,188743000,503950000.0,-153770000.0,-171614000.0,-10665000.0,18658000.0,-31941000.0,-349332000.0,-250007000.0,9025000.0,-27336000.0,-127445000.0,-19609000.0,-424398000.0,-16013000.0,-285793000,410310000,696103000,503950000.0,-189433000.0,316610000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
713,2022-12-31,STMN.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,434789000,162705000.0,-38018000,14051000.0,-173904000.0,-174711000.0,-90847000.0,91654000.0,0.0,16756000,416379000.0,-195434000.0,-163389000.0,-88839000.0,1783000.0,-3959000.0,-449838000.0,-5841000.0,8956000.0,-6862000.0,-107432000.0,-43130000.0,-140354000.0,-10507000.0,-184320000,696103000,880423000,416379000.0,-195434000.0,220945000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
714,2021-12-31,STMN.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,396079000,103206000.0,-19386000,9364000.0,17397000.0,-104626000.0,-36939000.0,158962000.0,0.0,55284000,561944000.0,-120970000.0,-11825000.0,-16990000.0,1404000.0,-36819000.0,-185200000.0,-3731000.0,7581000.0,-3503000.0,-91381000.0,-40206000.0,-122897000.0,-5625000.0,248222000,880423000,632201000,561944000.0,-120970000.0,440974000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
715,2023-12-31,SUN.SW,CHF,0,2023-12-31,2023-12-30 19:00:00,2023,FY,230500000,108000000.0,0,0.0,-8900000.0,4400000.0,-17000000.0,-46100000.0,49800000.0,32600000,362200000.0,-59500000.0,-45700000.0,-1300000.0,2900000.0,-1200000.0,-104800000.0,-324900000.0,0.0,-20900000.0,-80900000.0,-47900000.0,-448600000.0,-59000000.0,-221600000,974700000,1196300000,362200000.0,-65600000.0,296600000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
716,2022-12-31,SUN.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,28600000,114800000.0,-413500000,15400000.0,-57800000.0,-142700000.0,-60200000.0,34400000.0,110700000.0,431800000,119300000.0,-69800000.0,8899999.0,-30500000.0,4400000.0,1.0,-87000000.0,-152500000.0,0.0,-19500000.0,-80600000.0,-33700000.0,-286300000.0,-26400000.0,-309100000,1196300000,1505400000,119300000.0,-69800000.0,49500000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
717,2021-12-31,SUN.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,138400000,131199999.0,-398499999,20800000.0,-21600000.0,-57000000.0,-30300000.0,-28000000.0,93700000.0,446100000,316400000.0,-86100000.0,-133700000.0,-13100000.0,733100000.0,-85700000.0,414500000.0,-208300000.0,0.0,-21800000.0,-91900000.0,-43200000.0,-365200000.0,16500000.0,382200000,1505400000,1123200000,316400000.0,-86100000.0,230300000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
718,2020-12-31,SUN.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,68000000,125000000.0,-218900000,13700000.0,94400000.0,25500000.0,48900000.0,-29600000.0,49600000.0,286500000,368700000.0,-105500000.0,-99300000.0,-380400000.0,123300000.0,100000.0,-461800000.0,-394000000.0,0.0,-23100000.0,-92600000.0,-41800000.0,236500000.0,-55700000.0,87700000,1123200000,1035500000,368700000.0,-105500000.0,263200000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
719,2023-12-31,UHR.SW,CHF,0,2023-12-31,2023-12-30 19:00:00,2023,FY,869000000,390000000.0,28000000,8000000.0,-792000000.0,-72000000.0,-698000000.0,25000000.0,-47000000.0,112000000,615000000.0,-730000000.0,-2000000.0,-439000000.0,443000000.0,-40000000.0,-768000000.0,0.0,1000000.0,0.0,-311000000.0,-17000000.0,-327000000.0,-80000000.0,-560000000,1616000000,2176000000,615000000.0,-785000000.0,-170000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
720,2022-12-31,UHR.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,807000000,407000000.0,15000000,9000000.0,-568000000.0,33000000.0,-548000000.0,-3000000.0,-50000000.0,54000000,724000000.0,-399000000.0,5000000.0,-1655000000.0,1923000000.0,12000000.0,-114000000.0,-1000000.0,1000000.0,-2000000.0,-285000000.0,-13000000.0,-300000000.0,-21000000.0,197000000,2176000000,1979000000,724000000.0,-399000000.0,325000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
721,2021-12-31,UHR.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,765000000,438000000.0,-29000000,9000000.0,40000000.0,-19000000.0,-19000000.0,27000000.0,51000000.0,75000000,1298000000.0,-303000000.0,10000000.0,-527000000.0,65000000.0,28000000.0,-727000000.0,-38000000.0,12000000.0,-12000000.0,-181000000.0,-3000000.0,-234000000.0,10000000.0,394000000,1979000000,1585000000,1298000000.0,-303000000.0,995000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
722,2020-12-31,UHR.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,-51000000,463000000.0,-121000000,8000000.0,504000000.0,124000000.0,370000000.0,-12000000.0,22000000.0,16000000,819000000.0,-253000000.0,7000000.0,-132000000.0,150000000.0,102000000.0,-126000000.0,-20000000.0,24000000.0,0.0,-284000000.0,-11000000.0,-251000000.0,-50000000.0,346000000,1585000000,1239000000,819000000.0,-253000000.0,566000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
723,2023-12-31,SLHN.SW,CHF,0,2023-12-31,2023-12-30 19:00:00,2023,FY,1083000000,83000000.0,0,20000000.0,422000000.0,0.0,0.0,0.0,422000000.0,-2583000000,-975000000.0,-89000000.0,-53000000.0,0.0,0.0,31000000.0,-111000000.0,-53000000.0,0.0,-442000000.0,-877000000.0,-46000000.0,-1418000000.0,-361000000.0,-1022000000,5888000000,6910000000,-975000000.0,-89000000.0,-1084000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
724,2022-12-31,SLHN.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,1449000000,115000000.0,-248000000,18000000.0,-2103000000.0,0.0,0.0,0.0,-2103000000.0,1770000000,1001000000.0,-83000000.0,63000000.0,-5000000.0,28000000.0,-1000000.0,3000000.0,-408000000.0,0.0,-726000000.0,-764000000.0,-41000000.0,-1123000000.0,-179000000.0,-298000000,6910000000,7208000000,1001000000.0,-83000000.0,918000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
725,2021-12-31,SLHN.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,1247000000,95000000.0,-207000000,17000000.0,-4697000000.0,0.0,0.0,0.0,-4697000000.0,3834000000,289000000.0,-89000000.0,-142000000.0,-10000000.0,47000000.0,23000000.0,-194000000.0,-492000000.0,248000000.0,-425000000.0,-654000000.0,210000000.0,-625000000.0,-127000000.0,-657000000,7208000000,7865000000,289000000.0,-89000000.0,200000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
726,2020-12-31,SLHN.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,1046000000,97000000.0,-210000000,16000000.0,-5293000000.0,0.0,0.0,0.0,-5293000000.0,4808000000,464000000.0,-43000000.0,5000000.0,-5000000.0,3000000.0,-1000000.0,-40000000.0,-39000000.0,0.0,-43000000.0,-477000000.0,-199000000.0,-719000000.0,-87000000.0,-382000000,7865000000,8247000000,464000000.0,-43000000.0,421000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
727,2024-12-31,SPSN.SW,CHF,0,2024-12-31,2024-12-31 00:00:00,2024,FY,360250000,8304000.0,0,0.0,34910000.0,2610000.0,31364000.0,0.0,936000.0,328000,403792000.0,-9797000.0,-71734000.0,-250000.0,284000.0,164375000.0,82878000.0,143873000.0,0.0,-4835000.0,-260842000.0,-362962000.0,-484766000.0,0.0,1904000,23973000,22069000,403792000.0,-10310000.0,393482000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
728,2023-12-31,SPSN.SW,CHF,0,2023-12-31,2023-12-30 19:00:00,2023,FY,236018000,5654000.0,0,0.0,55857000.0,3023000.0,-5194000.0,27309000.0,30719000.0,133056000,430585000.0,-2972000.0,-67026000.0,-442605000.0,851000.0,219072000.0,-292680000.0,185162000.0,0.0,-2699000.0,-260793999.0,-58706001.0,-137037000.0,0.0,868000,22069000,21201000,430585000.0,-8644000.0,421941000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
729,2022-12-31,SPSN.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,397072000,41625000.0,67807000,1754000.0,4256000.0,13696000.0,-3089000.0,18221000.0,-24572000.0,-188806000,323708000.0,-11458000.0,-118604000.0,-391023000.0,304769000.0,-91536001.0,-216316000.0,-59938000.0,0.0,-3088000.0,-256975000.0,-722000.0,-200847000.0,0.0,-93455000,21201000,114656000,323708000.0,-11458000.0,312250000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
730,2021-12-31,SPSN.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,498892000,23233000.0,96645000,1726000.0,66272000.0,17399000.0,16706000.0,16956000.0,15211000.0,-320701000,366067000.0,-20838000.0,103654000.0,-279082000.0,189265000.0,-103654000.0,-110655000.0,-26106000.0,0.0,-2904000.0,-254496000.0,-254237000.0,-283506000.0,0.0,-28094000,114656000,142750000,366067000.0,-20838000.0,345229000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
