year,marketcap,Change,symbol
2012,23320000,-64.51%,LECN.SW
2011,65710000,-32.23%,LECN.SW
2010,96950000,12.75%,LECN.SW
2009,85990000,181.6%,LECN.SW
2008,30530000,18.64%,LECN.SW
2007,25730000,,LECN.SW
2025,990000000,5.3%,LEHN.SW
2024,940000000,-66.32%,LEHN.SW
2023,2800000000,26.77%,LEHN.SW
2022,2210000000,-30.06%,LEHN.SW
2021,3160000000,41.82%,LEHN.SW
2020,2230000000,,LEHN.SW
2025,340000000,-10%,LEON.SW
2024,380000000,-47.35%,LEON.SW
2023,730000000,-14.81%,LEON.SW
2022,860000000,-38.22%,LEON.SW
2021,1390000000,89.87%,LEON.SW
2020,730000000,16.4%,LEON.SW
2019,630000000,-19.05%,LEON.SW
2018,770000000,-23.13%,LEON.SW
2017,1010000000,92.49%,LEON.SW
2016,520000000,-77.5%,LEON.SW
2015,2340000000,21.16%,LEON.SW
2014,1930000000,140.45%,LEON.SW
2013,800000000,,LEON.SW
2025,30370000000,17.92%,LISP.SW
2024,25750000000,-8.78%,LISP.SW
2023,28230000000,16.73%,LISP.SW
2022,24180000000,-26.19%,LISP.SW
2021,32770000000,39.15%,LISP.SW
2020,23550000000,18.75%,LISP.SW
2019,19830000000,19.76%,LISP.SW
2018,16560000000,3.36%,LISP.SW
2017,16020000000,19.94%,LISP.SW
2016,13350000000,-18.25%,LISP.SW
2015,16340000000,31.48%,LISP.SW
2014,12420000000,8.41%,LISP.SW
2013,11460000000,44.14%,LISP.SW
2012,7950000000,6.54%,LISP.SW
2011,7460000000,,LISP.SW
2025,760740000000,8.01%,LLY.SW
2024,704310000000,27.28%,LLY.SW
2023,553360000000,59.19%,LLY.SW
2022,347610000000,31.56%,LLY.SW
2021,264220000000,63.6%,LLY.SW
2020,161500000000,28.34%,LLY.SW
2019,125840000000,2.83%,LLY.SW
2018,122380000000,31.6%,LLY.SW
2017,92990000000,14.54%,LLY.SW
2016,81190000000,-12.81%,LLY.SW
2015,93120000000,21.54%,LLY.SW
2014,76620000000,34.53%,LLY.SW
2013,56950000000,0.73%,LLY.SW
2012,56540000000,17.52%,LLY.SW
2011,48110000000,19.17%,LLY.SW
2010,40370000000,-1.6%,LLY.SW
2009,41030000000,-10.38%,LLY.SW
2008,45780000000,-24.4%,LLY.SW
2007,60560000000,2.72%,LLY.SW
2006,58950000000,-7.81%,LLY.SW
2005,63950000000,-0.44%,LLY.SW
2004,64230000000,-18.72%,LLY.SW
2003,79030000000,10.88%,LLY.SW
2002,71270000000,-19.21%,LLY.SW
2001,88220000000,-15.85%,LLY.SW
2000,104840000000,44.61%,LLY.SW
1999,72500000000,-25.6%,LLY.SW
1998,97440000000,26.03%,LLY.SW
1997,77320000000,90.29%,LLY.SW
1996,40630000000,,LLY.SW
2025,13520000000,6.95%,LOGN.SW
2024,12640000000,-15.16%,LOGN.SW
2023,14900000000,48.1%,LOGN.SW
2022,10060000000,-28.12%,LOGN.SW
2021,14000000000,-15.84%,LOGN.SW
2020,16630000000,110.33%,LOGN.SW
2019,7900000000,51.93%,LOGN.SW
2018,5200000000,-5.7%,LOGN.SW
2017,5520000000,36.53%,LOGN.SW
2016,4040000000,59.28%,LOGN.SW
2015,2530000000,13.66%,LOGN.SW
2014,2230000000,0.25%,LOGN.SW
2013,2220000000,85.75%,LOGN.SW
2012,1190000000,-10.95%,LOGN.SW
2011,1340000000,-59.2%,LOGN.SW
2010,3300000000,9.86%,LOGN.SW
2009,3000000000,8.08%,LOGN.SW
2008,2780000000,-58.14%,LOGN.SW
2007,6640000000,27.08%,LOGN.SW
2006,5220000000,15.27%,LOGN.SW
2005,4530000000,55.9%,LOGN.SW
2004,2900000000,42.77%,LOGN.SW
2003,2030000000,39.12%,LOGN.SW
2002,1460000000,-8.68%,LOGN.SW
2001,1600000000,54.52%,LOGN.SW
2000,1030000000,267.31%,LOGN.SW
1999,280000000,148.15%,LOGN.SW
1998,110000000,-24.16%,LOGN.SW
1997,150000000,,LOGN.SW
2025,46170000000,7.38%,LONN.SW
2024,43000000000,37.75%,LONN.SW
2023,31220000000,-14.11%,LONN.SW
2022,36340000000,-41.3%,LONN.SW
2021,61910000000,29.24%,LONN.SW
2020,47900000000,76.86%,LONN.SW
2019,27080000000,40.9%,LONN.SW
2018,19220000000,-3.87%,LONN.SW
2017,19990000000,104.42%,LONN.SW
2016,9780000000,5%,LONN.SW
2015,9310000000,46.19%,LONN.SW
2014,6370000000,19.12%,LONN.SW
2013,5350000000,76.5%,LONN.SW
2012,3030000000,-0.5%,LONN.SW
2011,3040000000,-27.61%,LONN.SW
2010,4200000000,14.16%,LONN.SW
2009,3680000000,-17.51%,LONN.SW
2008,4460000000,,LONN.SW
2025,3870000000,11.45%,LUKN.SW
2024,3470000000,-18.06%,LUKN.SW
2023,4240000000,11.81%,LUKN.SW
2022,3790000000,-1.56%,LUKN.SW
2021,3850000000,0.07%,LUKN.SW
2020,3850000000,,LUKN.SW
2025,51760000,-34.17%,MBTN.SW
2024,78620000,-90.56%,MBTN.SW
2023,830000000,-59.86%,MBTN.SW
2022,2070000000,75.6%,MBTN.SW
2021,1180000000,23.93%,MBTN.SW
2020,950000000,262.75%,MBTN.SW
2019,260000000,-29.75%,MBTN.SW
2018,370000000,-64.68%,MBTN.SW
2017,1050000000,224.43%,MBTN.SW
2016,320000000,-40.2%,MBTN.SW
2015,540000000,-6.86%,MBTN.SW
2014,580000000,-42.06%,MBTN.SW
2013,1010000000,185.71%,MBTN.SW
2012,350000000,-52.22%,MBTN.SW
2011,740000000,-47.83%,MBTN.SW
2010,1420000000,73.36%,MBTN.SW
2009,810000000,135.51%,MBTN.SW
2008,340000000,-68.17%,MBTN.SW
2007,1090000000,681.29%,MBTN.SW
2006,130000000,,MBTN.SW
2025,120000000,-6.17%,MCHN.SW
2024,130000000,-12.38%,MCHN.SW
2023,150000000,-0.88%,MCHN.SW
2022,150000000,6.29%,MCHN.SW
2021,140000000,-28.12%,MCHN.SW
2020,200000000,25.06%,MCHN.SW
2019,160000000,32.85%,MCHN.SW
2018,120000000,-70.21%,MCHN.SW
2017,400000000,0.38%,MCHN.SW
2016,400000000,7.23%,MCHN.SW
2015,370000000,-3.5%,MCHN.SW
2014,390000000,-2.34%,MCHN.SW
2013,400000000,12.39%,MCHN.SW
2012,350000000,47.15%,MCHN.SW
2011,240000000,0.23%,MCHN.SW
2010,240000000,33.64%,MCHN.SW
2009,180000000,15.46%,MCHN.SW
2008,150000000,-51.78%,MCHN.SW
2007,320000000,85.97%,MCHN.SW
2006,170000000,28.86%,MCHN.SW
2005,130000000,72.89%,MCHN.SW
2004,78890000,38.47%,MCHN.SW
2003,56970000,,MCHN.SW
2025,490000000,25.22%,MEDX.SW
2024,390000000,-57.32%,MEDX.SW
2023,920000000,18.08%,MEDX.SW
2022,780000000,-61.5%,MEDX.SW
2021,2030000000,,MEDX.SW
2025,1170000000,31.13%,MED.SW
2024,890000000,-27.26%,MED.SW
2023,1230000000,17.33%,MED.SW
2022,1050000000,-37.49%,MED.SW
2021,1680000000,170.99%,MED.SW
2020,620000000,17.19%,MED.SW
2019,530000000,-19.84%,MED.SW
2018,660000000,,MED.SW
2025,560000000,0.17%,METN.SW
2024,560000000,-30.64%,METN.SW
2023,810000000,-12.95%,METN.SW
2022,930000000,-7.58%,METN.SW
2021,1010000000,32.51%,METN.SW
2020,760000000,-24.4%,METN.SW
2019,1000000000,-11.45%,METN.SW
2018,1130000000,-32.98%,METN.SW
2017,1700000000,19.3%,METN.SW
2016,1420000000,26.69%,METN.SW
2015,1120000000,4.88%,METN.SW
2014,1070000000,-9.3%,METN.SW
2013,1180000000,25.5%,METN.SW
2012,940000000,-45.87%,METN.SW
2011,1740000000,4.07%,METN.SW
2010,1670000000,58.38%,METN.SW
2009,1050000000,21.39%,METN.SW
2008,870000000,-39.86%,METN.SW
2007,1440000000,42.02%,METN.SW
2006,1010000000,,METN.SW
2025,310000000,21.08%,MIKN.SW
2024,250000000,-14.69%,MIKN.SW
2023,300000000,92.19%,MIKN.SW
2022,150000000,13.04%,MIKN.SW
2021,130000000,38.12%,MIKN.SW
2020,100000000,-11.98%,MIKN.SW
2019,110000000,1.83%,MIKN.SW
